SANTA_ID;Text;Scene;Summary;Descriptive_passage;Analepsis;Prolepsis;Extradiegetic;Intradiegetic;Metadiegetic;Focalization;Voice_homodiegetic;Voice_heterodiegetic
CB46;"“Then sir,” said the stranger, who proved a lawyer, “you are responsible for the man you left there. He refuses to do any copying; he refuses to do any thing; he says he prefers not to; and he refuses to quit the premises.”";1;0;0;0;0;0;1;0;0;0;0
MM66;"“Then sir,” said the stranger, who proved a lawyer, “you are responsible for the man you left there. He refuses to do any copying; he refuses to do any thing; he says he prefers not to; and he refuses to quit the premises.”";1;0;0;0;0;0;1;0;0;0;0
CB45;"“Then sir,” said the stranger, who proved a lawyer, “you are responsible for the man you left there. He refuses to do any copying; he refuses to do any thing; he says he prefers not to; and he refuses to quit the premises.”  “I am very sorry, sir,” said I, with assumed tranquility, but an inward tremor, “but, really, the man you allude to is nothing to me—he is no relation or apprentice of mine, that you should hold me responsible for him.”  “In mercy's name, who is he?”  “I certainly cannot inform you. I know nothing about him. Formerly I employed him as a copyist; but he has done nothing for me now for some time past.”  “I shall settle him then,—good morning, sir.”";1;0;0;0;0;0;1;0;0;0;0
MM65;"“Then sir,” said the stranger, who proved a lawyer, “you are responsible for the man you left there. He refuses to do any copying; he refuses to do any thing; he says he prefers not to; and he refuses to quit the premises.”  “I am very sorry, sir,” said I, with assumed tranquility, but an inward tremor, “but, really, the man you allude to is nothing to me—he is no relation or apprentice of mine, that you should hold me responsible for him.”  “In mercy's name, who is he?”  “I certainly cannot inform you. I know nothing about him. Formerly I employed him as a copyist; but he has done nothing for me now for some time past.”  “I shall settle him then,—good morning, sir.”";1;0;0;0;0;0;1;0;0;0;0
CB47;said the stranger, who proved a lawyer;0;1;1;0;0;0;0;0;0;0;0
MM67;said the stranger, who proved a lawyer,;0;1;1;0;0;0;0;0;0;0;0
CB48;“I am very sorry, sir,” said I, with assumed tranquility, but an inward tremor, “but, really, the man you allude to is nothing to me—he is no relation or apprentice of mine, that you should hold me responsible for him.”;1;0;0;0;0;0;1;0;0;0;0
MM68;I am very sorry, sir,” said I, with assumed tranquility, but an inward tremor, “but, really, the man you allude to is nothing to me—he is no relation or apprentice of mine, that you should hold me responsible for him.”;1;0;0;0;0;0;1;0;0;0;0
CB49;said I, with assumed tranquility, but an inward tremor;0;1;1;0;0;0;0;0;0;0;0
MM69;said I, with assumed tranquility, but an inward tremor,;0;1;1;0;0;0;0;0;0;0;0
CB50;“In mercy's name, who is he?”;1;0;0;0;0;0;1;0;0;0;0
MM70;“In mercy's name, who is he?”;1;0;0;0;0;0;1;0;0;0;0
CB51;"“I certainly cannot inform you. I know nothing about him. Formerly I employed him as a copyist; but he has done nothing for me now for some time past.”";1;0;0;0;0;0;1;0;0;0;0
MM71;"“I certainly cannot inform you. I know nothing about him. Formerly I employed him as a copyist; but he has done nothing for me now for some time past.”";1;0;0;0;0;0;1;0;0;0;0
CB52;“I shall settle him then,—good morning, sir.”;1;0;0;0;0;0;1;0;0;0;0
MM72;“I shall settle him then,—good morning, sir.”;1;0;0;0;0;0;1;0;0;0;0
MM73;“That's the man—here he comes,”;1;0;0;0;0;0;1;0;0;0;0
CB53;"“That's the man—here he comes,” cried the foremost one, whom I recognized as the lawyer who had previously called upon me alone.  “You must take him away, sir, at once,” cried a portly person among them, advancing upon me, and whom I knew to be the landlord of No.—Wall-street. “These gentlemen, my tenants, cannot stand it any longer; Mr. B—” pointing to the lawyer, “has turned him out of his room, and he now persists in haunting the building generally, sitting upon the banisters of the stairs by day, and sleeping in the entry by night. Every body is concerned; clients are leaving the offices; some fears are entertained of a mob; something you must do, and that without delay.”";1;0;0;0;0;0;1;0;0;0;0
MM74;"That's the man—here he comes,” cried the foremost one, whom I recognized as the lawyer who had previously called upon me alone.  “You must take him away, sir, at once,” cried a portly person among them, advancing upon me, and whom I knew to be the landlord of No.—Wall-street. “These gentlemen, my tenants, cannot stand it any longer; Mr. B—” pointing to the lawyer, “has turned him out of his room, and he now persists in haunting the building generally, sitting upon the banisters of the stairs by day, and sleeping in the entry by night. Every body is concerned; clients are leaving the offices; some fears are entertained of a mob; something you must do, and that without delay.”";1;0;0;0;0;0;1;0;0;0;0
MM75;cried the foremost one, whom I recognized as the lawyer who had previously called upon me alone.;0;1;1;0;0;0;0;0;0;0;0
MM76;"“You must take him away, sir, at once,” cried a portly person among them, advancing upon me, and whom I knew to be the landlord of No.—Wall-street. “These gentlemen, my tenants, cannot stand it any longer; Mr. B—” pointing to the lawyer, “has turned him out of his room, and he now persists in haunting the building generally, sitting upon the banisters of the stairs by day, and sleeping in the entry by night. Every body is concerned; clients are leaving the offices; some fears are entertained of a mob; something you must do, and that without delay.”";1;0;0;0;0;0;1;0;0;0;0
MM77;cried a portly person among them, advancing upon me, and whom I knew to be the landlord of No.—Wall-street.;0;1;1;0;0;0;0;0;0;0;0
MM78;pointing to the lawyer,;0;1;1;0;0;0;0;0;0;0;0
MM80;“What are you doing here, Bartleby?”;1;0;0;0;0;0;1;0;0;0;0
MM79;“What are you doing here, Bartleby?” said I.  “Sitting upon the banister,” he mildly replied.;1;0;0;0;0;0;1;0;0;0;0
MM81;said I.;0;1;1;0;0;0;0;0;0;0;0
MM82;“Sitting upon the banister,”;1;0;0;0;0;0;1;0;0;0;0
MM83;he mildly replied.;0;1;1;0;0;0;0;0;0;0;0
MM84;“Now one of two things must take place. Either you must do something, or something must be done to you. Now what sort of business would you like to engage in? Would you like to re-engage in copying for some one?”;1;0;0;0;0;0;1;0;0;0;0
MM85;"Now one of two things must take place. Either you must do something, or something must be done to you. Now what sort of business would you like to engage in? Would you like to re-engage in copying for some one?”  “No; I would prefer not to make any change.”";1;0;0;0;0;0;1;0;0;0;0
MM86;"“No; I would prefer not to make any change.”";1;0;0;0;0;0;1;0;0;0;0
MM88;“Bartleby,” said I, in the kindest tone I could assume under such exciting circumstances, “will you go home with me now—not to my office, but my dwelling—and remain there till we can conclude upon some convenient arrangement for you at our leisure? Come, let us start now, right away.”;1;0;0;0;0;0;1;0;0;0;0
MM87;“Bartleby,” said I, in the kindest tone I could assume under such exciting circumstances, “will you go home with me now—not to my office, but my dwelling—and remain there till we can conclude upon some convenient arrangement for you at our leisure? Come, let us start now, right away.”  “No: at present I would prefer not to make any change at all.”;1;0;0;0;0;0;1;0;0;0;0
MM89;said I, in the kindest tone I could assume under such exciting circumstances,;0;1;1;0;0;0;0;0;0;0;0
MM91;“Bartleby!”;1;0;0;0;0;0;1;0;0;0;0
MM90;“Bartleby!”  “I know you,” he said, without looking round,—“and I want nothing to say to you.”  “It was not I that brought you here, Bartleby,” said I, keenly pained at his implied suspicion. “And to you, this should not be so vile a place. Nothing reproachful attaches to you by being here. And see, it is not so sad a place as one might think. Look, there is the sky, and here is the grass.”  “I know where I am,” he replied, but would say nothing more, and so I left him.;1;0;0;0;0;0;1;0;0;0;0
MM92;“I know you,” he said, without looking round,—“and I want nothing to say to you.”;1;0;0;0;0;0;1;0;0;0;0
MM93;he said, without looking round;0;1;1;0;0;0;0;0;0;0;0
MM94;“It was not I that brought you here, Bartleby,” said I, keenly pained at his implied suspicion. “And to you, this should not be so vile a place. Nothing reproachful attaches to you by being here. And see, it is not so sad a place as one might think. Look, there is the sky, and here is the grass.”;1;0;0;0;0;0;1;0;0;0;0
MM95;said I, keenly pained at his implied suspicion.;0;1;1;0;0;0;0;0;0;0;0
MM96;“I know where I am,” he replied, but would say nothing more, and so I left him.;1;0;0;0;0;0;1;0;0;0;0
MM97;he replied, but would say nothing more, and so I left him.;0;1;1;0;0;0;0;0;0;0;0
"MM98;MM99";“I saw him coming from his cell not long ago,” said a turnkey, “may be he's gone to loiter in the yards.”;1;0;0;0;0;0;1;0;0;0;0
MM100;said a turnkey,;0;1;1;0;0;0;0;0;0;0;0
"MM101;MM102";“Are you looking for the silent man?” said another turnkey passing me. “Yonder he lies—sleeping in the yard there. 'Tis not twenty minutes since I saw him lie down.”;1;0;0;0;0;0;1;0;0;0;0
MM103;said another turnkey passing me.;0;1;1;0;0;0;0;0;0;0;0
MM104;“His dinner is ready. Won't he dine to-day, either? Or does he live without dining?”;1;0;0;0;0;0;1;0;0;0;0
MM105;His dinner is ready. Won't he dine to-day, either? Or does he live without dining?”  “Lives without dining,” said I, and closed his eyes.  “Eh!—He's asleep, aint he?”  “With kings and counselors,” murmured I.;1;0;0;0;0;0;1;0;0;0;0
MM106;“Lives without dining,” said I, and closed his eyes.;1;0;0;0;0;0;1;0;0;0;0
MM107;said I, and closed his eyes.;0;1;1;0;0;0;0;0;0;0;0
MM108;“Eh!—He's asleep, aint he?”;1;0;0;0;0;0;1;0;0;0;0
MM109;“With kings and counselors,” murmured I.;1;0;0;0;0;0;1;0;0;0;0
MM110;murmured I.;0;1;1;0;0;0;0;0;0;0;0
